track_id,track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,valence,track_album_release_year,track_album_release_decade
1YaPhbIo2oKWT5ejlMEL5Z,Fist City,Loretta Lynn,51,1968-04-22,0.656,0.556,0.915,1968,60s
2hh6RGmBNTGB7fi62fYgUL,Why Do I Love You So - 1960 #42 Billboard chart hit,Johnny Tillotson,50,1962,0.385,0.257,0.617,1962,60s
1phh5V7T5JAaiIww22ARZk,Ballad Of Forty Dollars,Tom T. Hall,49,1995-09-01,0.559,0.658,0.799,1995,90s
5kDQ02FBkj0Hx7YUGPcuhO,Swinging Doors - Re-Recorded,Merle Haggard,48,1996-01-01,0.808,0.376,0.591,1996,90s
1GDAvJth0ebssC2XkG7RYM,I've Got A Tiger By The Tail - 2006 Remastered Version,Buck Owens,48,2006-08-01,0.701,0.497,0.963,2006,2000s
2Krnm3qWdy4VG5vTkT0cDn,Almost Persuaded,David Houston,48,1966,0.251,0.338,0.353,1966,60s
1Y6THdMlU9Cr4lgnUAR09L,Walk On By,Leroy Van Dyke,48,1995-01-01,0.58,0.452,0.949,1995,90s
4xpjtAqc46tg04BzHTZnz2,Welcome to My World,Jim Reeves,47,1997-02-14,0.341,0.252,0.399,1997,90s
6VUXsWN3aNqEhaPawlFjep,Does My Ring Hurt Your Finger,Charley Pride,47,1967-12-01,0.399,0.35,0.667,1967,60s
58ojWS1EGL6z5rEOELtJmH,Devil Woman,Marty Robbins,47,1996-03-12,0.684,0.277,0.642,1996,90s
0dc0eU5THc1uE0Q0KV73XN,"Please Help Me, I'm Falling",Hank Locklin,47,2003-03-03,0.552,0.336,0.553,2003,2000s
6oXkUmLOdmsEQS4AlEIKZ8,Galveston,Glen Campbell,47,2011-01-01,0.45,0.527,0.731,2011,2010s
30jEnUWPJIt6zh25s2Kbh0,Little Green Apples - Single Version,Roger Miller,47,1968-06-01,0.507,0.18,0.42,1968,60s
32zPvvt7K2nZIbQl7cMM3F,It's Such A Pretty World Today,Various Artists,46,2013-01-01,0.622,0.344,0.673,2013,2010s
2VN8jqhBgwIsU849PKxCfE,Branded Man - Remastered,Merle Haggard,46,2001-01-01,0.731,0.465,0.519,2001,2000s
2B4IYgIkBnemrp0YEkaUIH,Let's Have A Party,Wanda Jackson,54,1958-07-21,0.522,0.901,0.916,1958,60s
5bA26v8eeZrbHJpD4YPKAX,Abilene,George Hamilton IV,46,1963-12-17,0.63,0.448,0.753,1963,60s
0jvmlZJZCaTZLMh3yfL6Y5,Stop the World (And Let Me Off),Waylon Jennings,46,1966-03-14,0.433,0.582,0.826,1966,60s
6ekSX8AVzwRSs0mbSlPc0R,Jackson (with June Carter Cash),June Carter Cash,46,1952,0.707,0.483,0.79,1952,60s
5z82O18NokdKypb5KwqHmf,Above And Beyond,Buck Owens,45,1966-12-22,0.424,0.668,0.782,1966,60s
2STy18bfCVP8v6aOu2CliZ,You Belong To Me,Patsy Cline,55,1962,0.577,0.0725,0.326,1962,60s
3i5bJFIAkgoZqJoRAQqAKO,Me And Bobby McGee,Roger Miller,45,1996,0.538,0.492,0.899,1996,90s
4zzcta2PO7TIs9YuXZ6G2u,The Bottle Let Me Down,Merle Haggard,45,2010-01-01,0.705,0.451,0.704,2010,2010s
7lSgl6fOpD1aeeXS1mhKcd,Just Between You and Me,Charley Pride,45,1996-10-14,0.527,0.439,0.659,1996,90s
3kDSSR6noFrYJBxijqEVm3,The Streets of Baltimore,Bobby Bare,45,1966-08-22,0.578,0.447,0.808,1966,60s
26sTWQPzFMKv1gNuQFcaxI,Men With Evil Hearts,Dottie West,36,2023-05-19,0.466,0.643,0.809,2023,
3CRQJXjhNZiyvoNc3RIcwr,Am I Losing You,"Jim Reeves, Patsy Cline",45,1989-09-21,0.528,0.121,0.38,1989,90s
5uGMzzZW2XxHvSziwt9T3y,Together Again,Buck Owens,45,1990-08-13,0.427,0.178,0.537,1990,90s
0mSywazXcVFQZRk2Gg9ImX,I Don't Wanna Play House,Tammy Wynette,45,1969,0.546,0.258,0.464,1969,70s
5Lb38fmngYVaPkLYHuAThe,Homecoming - Single Version,Tom T. Hall,44,1995-09-01,0.617,0.357,0.666,1995,90s
3ykinxbR3mQYkMHCA47GWr,Love's Gonna Live Here - Mono Single Version,Buck Owens & The Buckaroos,44,2016-12-09,0.591,0.652,0.942,2016,2010s
0LpmpBulMgAwtdC3YYgkql,Six Days On The Road,Dave Dudley,44,2002-01-01,0.703,0.549,0.919,2002,2000s
7eNM9suHz80f4fbC8aobod,Detroit City,Bobby Bare,45,2004-06-18,0.519,0.319,0.473,2004,2000s
321EGZZRFk8kj4pNZraesQ,Take Me,George Jones,44,2006,0.427,0.209,0.333,2006,2000s
1ZNDtli4TjhuoBnWplaePI,Don't Let Me Cross Over,Carl Butler,43,1963-12-17,0.59,0.188,0.521,1963,60s
5M7otrtSBGd61OqS99RWm0,Sea of Heartbreak,Don Gibson,43,2014-03-28,0.594,0.48,0.799,2014,2010s
4KRLWRl1bFjnXhY5MgZWrM,May the Bird of Paradise Fly up Your Nose,Little Jimmy Dickens,43,1965,0.66,0.801,0.867,1965,60s
7uoR7OHB4pJt1LPL128prk,Lonesome 7-7203,Hawkshaw Hawkins,43,2005,0.78,0.279,0.469,2005,2000s
47HkYPYpZeW91xbsNj8HTl,Stupid Cupid,Wanda Jackson,43,1961-01-01,0.642,0.667,0.968,1961,60s
7GjmzKbriJewFNDPJtVjey,Wolverton Mountain,Various Artists,43,1990-09-01,0.629,0.335,0.834,1990,90s
0dPfKBYyPmoSfoLJqeKAs4,Don't Worry,Marty Robbins,42,1996-03-12,0.648,0.165,0.435,1996,90s
2mqXqQnxcFq5tmG98kUQZw,Blue Kentucky Girl,Loretta Lynn,48,1965-01-01,0.679,0.402,0.484,1965,60s
71gllRzHoMKgU7b2y0OfM7,500 Miles Away from Home,Bobby Bare,44,2004-06-18,0.519,0.374,0.521,2004,2000s
73AgVwYUEPn9kB0a97b4LW,Pop a Top,The Browns,42,1996-01-30,0.524,0.497,0.913,1996,90s
61l4nlG7v1D9V14PfBWz0P,Walk Through This World With Me,George Jones,42,1972,0.457,0.208,0.426,1972,70s
3vMwtAfDNM8dDBWMvS78pn,Chug-A-Lug,Roger Miller,42,2006-01-01,0.699,0.408,0.842,2006,2000s
2jfHjFG4pT0bTTbvSDcOv6,The Image of Me,Conway Twitty,42,2017-10-06,0.557,0.438,0.45,2017,2010s
7rbvjRc6ZTVA3GUXDx3Xtr,Last Date - Instrumental,Floyd Cramer,42,1979,0.615,0.306,0.613,1979,80s
6Ss6vCdWHgCuiB3icgBAwY,Green Green Grass Of Home,Porter Wagoner,41,2005,0.676,0.334,0.592,2005,2000s
7GafJyGdVj7ahXo96LwFM4,Make the World Go Away,Eddy Arnold,41,2013-11-19,0.214,0.215,0.477,2013,2010s
7nSjdcQueimUqsDsBq7orE,Yesterday When I Was Young,Roy Clark,41,1996-03-15,0.478,0.388,0.337,1996,90s
2DD8OhehvkzSFeoRW0u7Gb,Wings Of A Dove,Ferlin Husky,41,1989-01-01,0.498,0.555,0.888,1989,90s
1rFGwz7rswOuW2IdXPd0fv,I've Been Everywhere - Remastered,Hank Snow,41,2013-11-19,0.449,0.537,0.961,2013,2010s
1FrG5yYxDbusk4dK3pQ9le,(That's What You Get) For Lovin' Me,Waylon Jennings,40,2007-05-01,0.608,0.684,0.873,2007,2000s
0ulPILleWfE1NBzUWIiNi9,"Saginaw, Michigan",Lefty Frizzell,40,1964-07-01,0.596,0.366,0.853,1964,60s
0fabZNPJqBJBfwzDxuKQTi,Send Me The Pillow You Dream On,Johnny Tillotson,39,1962,0.438,0.316,0.398,1962,60s
1Y2G8nl3CGR3qMPDDBuDhb,Don't Touch Me,Jeannie Seely,39,1966-01-01,0.383,0.0557,0.197,1966,60s
3hCOH1pgpQmaTWgR58OFS2,A Six Pack To Go,Hank Thompson,39,1972,0.571,0.376,0.617,1972,70s
5b3Bvd2m81gEQRWrShNkx2,The Carroll County Accident,Porter Wagoner,41,1997-04-26,0.643,0.504,0.705,1997,90s
6tYRg3XkDpjlST4XBMcnjX,Timber I'm Falling,Ferlin Husky,40,2005,0.757,0.701,0.884,2005,2000s
2QS8C4T3H1hYpnADMpq8Uz,Wine Me Up,Faron Young,39,2013-10-23,0.547,0.254,0.903,2013,2010s
0aoQV1TuaTrcpJaMfJ3wgj,"Alegria, Alegria - Remastered 2006",Caetano Veloso,51,1967-01-01,0.198,0.432,0.736,1967,60s
0HMa3XCtloTdy3cL00lWNz,Domingo no Parque,Gilberto Gil,40,1968-01-01,0.433,0.707,0.579,1968,60s
4cMbAhrwsZsAHceaGvZy9y,Tropicália - Remastered 2006,Caetano Veloso,47,1967-01-01,0.51,0.696,0.384,1967,60s
0Dmnb3C3GaGdyjlyWaWLDr,Panis Et Circenses,Os Mutantes,44,1968-01-01,0.33,0.862,0.387,1968,60s
3FPA7d87E4QoioTJNQTjFu,Lindonéia,Nara Leão,20,2008-01-01,0.496,0.339,0.629,2008,2000s
2o9IlFNQ5OwwTrelARyePv,Parabolicamará,Gilberto Gil,40,1991,0.723,0.837,0.797,1991,90s
3eB6ZFCrkLkXwpwlxlQR8M,Bat Macumba - Remastered,Various Artists,32,1968,0.751,0.737,0.772,1968,60s
6cFDoMUWukMXS1ZJ5YOMQ1,Que Maravilha,Jorge Ben Jor,26,2000-01-17,0.484,0.446,0.539,2000,2000s
4oSozk7zlpzk4HPkHLREI1,São São Paulo,Tom Zé,33,2000-09-03,0.357,0.38,0.632,2000,2000s
3XxUGzfcyOYFiV86mQcKSy,Miserere Nobis - Remastered,Various Artists,35,1968,0.449,0.468,0.19,1968,60s
2ZM9Ee68hmUuztCIdYVetd,Cadê Tereza,Jorge Ben Jor,46,1969-01-20,0.412,0.855,0.847,1969,70s
7CjSjWTdVPD0ov82Qz55Xb,Aquele Abraço,Gilberto Gil,55,1969-01-01,0.446,0.793,0.901,1969,70s
2tGDLtinIaepvrlICaDciX,Atrás Do Trio Elétrico,Caetano Veloso,32,1977-01-01,0.543,0.512,0.929,1977,70s
1e0RVHOoVW6emvP9gDNypY,2001 (Dois Mil E Um),Os Mutantes,36,1969-01-01,0.286,0.897,0.598,1969,70s
1VG0de3IPyvdLrAEdhKOgH,Enquanto Seu Lobo Não Vem - Remastered,Various Artists,25,1968,0.55,0.54,0.757,1968,60s
5b0HavLt7q0r6gIVbsOkl3,Lindonéia - Remastered,Various Artists,31,1968,0.588,0.419,0.581,1968,60s
0NhC1u54yGpcVLc28JO5yc,Mamãe Coragem,Gal Costa,31,2005-01-01,0.398,0.521,0.4,2005,2000s
0C13P4IghHNFPjt4zIJ8vX,Baby,Gal Costa,57,1969-01-01,0.356,0.272,0.509,1969,70s
6aJBhhaoMJ1UToAUtzE3zb,Coração Materno - Remastered,Various Artists,25,1968,0.248,0.232,0.234,1968,60s
4To7GcJUXT1LvSe8jY6dqL,Hino Do Senhor Do Bonfim - Remastered,Various Artists,30,1968,0.393,0.524,0.405,1968,60s
2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,80,1965-07-30,0.723,0.863,0.931,1965,60s
6WE7jSshLCuVKoCmobVKVf,Heartbreaker - 1990 Remaster,Led Zeppelin,67,1969-10-22,0.403,0.709,0.654,1969,70s
7jGzYUZ2Bgg8BDfYlQRfn8,Wild Thing,The Troggs,66,1966-07-25,0.453,0.658,0.761,1966,60s
75zMKn5euxQdlkZgu4P42J,Sympathy For The Devil,The Rolling Stones,65,1989-08-15,0.728,0.681,0.578,1989,90s
4u9f8hqstB7iITDJNzKhQx,My Generation - Stereo Version,The Who,67,1965-12-03,0.412,0.782,0.705,1965,60s
6hu1f1cXSw7OAqhpSQ2zDy,Dazed and Confused - 1990 Remaster,Led Zeppelin,65,1969-01-12,0.271,0.553,0.433,1969,70s
0j3p1p06deJ7f9xmJ9yG22,Back In The U.S.S.R. - Remastered 2009,The Beatles,65,1968-11-22,0.48,0.969,0.494,1968,60s
5UgT7w6zVZjP3oyawMzbiK,The End,The Doors,63,1967-01-04,0.347,0.302,0.0332,1967,60s
1ntxpzIUbSsizvuAy6lTYY,Crosstown Traffic,Jimi Hendrix,63,1968-10-25,0.486,0.963,0.533,1968,60s
7aTCCNpHJD2Jgv0LLVJb8Y,Up On Cripple Creek,The Band,61,1969-09-22,0.719,0.67,0.96,1969,70s
042v1NacbKJzCyi6nBme7T,Mr. Soul,Buffalo Springfield,60,1967-10-30,0.674,0.706,0.961,1967,60s
6PUabSMXmPnZna361Wwmf7,Crossroads - Live,Cream,60,1968-07-01,0.391,0.756,0.839,1968,60s
3Z25k4ZF6QENy2d9YatsM5,I Want You (She's So Heavy) - Remastered 2009,The Beatles,64,1969-09-26,0.37,0.515,0.42,1969,70s
5JcaA4A9ZoXthwEnxOxWvP,Psychotic Reaction,Count Five,55,1966-01-01,0.358,0.753,0.688,1966,60s
7B9F9nLxe7MZgZ68Jj86Fn,I Can See For Miles - Mono Version,The Who,53,2021-04-23,0.338,0.815,0.199,2021,
1exUq8aG2OMbSeZeTwz06k,In-A-Gadda-Da-Vida - 2006 Remaster Full-Length,Iron Butterfly,52,1968-06-14,0.548,0.452,0.5,1968,60s
55LRDFmsuazr533WrtHHW9,Jumpin' Jack Flash - Mono,The Rolling Stones,52,1966-01-01,0.596,0.901,0.621,1966,60s
4fUKE8EULjQdHF4zb0M8FO,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,The Beatles,62,1967-06-01,0.451,0.673,0.583,1967,60s
6URu54HPMyL9SjnzXn607m,Walk In My Shadow,Free,48,1968-03-14,0.532,0.548,0.902,1968,60s
4JFG8RLpi8m0xhjYmstb38,Evil Ways,Santana,48,1969-08-30,0.701,0.529,0.75,1969,70s
5sDkshrjOrTPhVPLgLYFlr,Save Me,Various Artists,21,2015-04-20,0.904,0.661,0.962,2015,2010s
7CAhxeaTYXn1qWNRkZl9ad,"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,0,1967,0.412,0.473,0.676,1967,60s
6LsY0qKAPK4XZt8PiZ9Cxc,For What It's Worth,Various Artists,35,2017-08-10,0.64,0.278,0.787,2017,2010s
7CRWSQ80FMpQ1VJESGumbD,Darling You Send Me,Various Artists,21,2013-09-20,0.72,0.59,0.756,2013,2010s
6DDGCmpgMDz7NjJT19bBXN,I Got You (I Feel Good),Various Artists,0,2015-03-07,0.562,0.539,0.691,2015,2010s
4Lk0NR22oTuuT3LARm7Sv9,My Baby Just Wrote Me a Letter,Smoke Trio,14,2016-03-20,0.932,0.489,0.963,2016,2010s
00HqgfXshp05X3tuFTioQY,Stand By Me,Various Artists,36,2016-11-11,0.669,0.262,0.684,2016,2010s
7xIVZ3B0Anfrvqij3Hgyq8,Baby I Love You,Various Artists,6,2015-04-20,0.6,0.738,0.875,2015,2010s
0zex2SX7o2pkJzi73C4m9o,My Girl,Various Artists,38,2017-04-29,0.493,0.408,0.674,2017,2010s
5kCvC47iCIN1K7VdPk8itZ,Pale Blue Eyes,Fran Mena,36,2018-10-20,0.613,0.159,0.109,2018,2010s
2vPXTVEvf9IsjGs54Zouwn,Land of 1000 Dances,Various Artists,31,2016-11-11,0.618,0.588,0.768,2016,2010s
372pMIXXDnK3jyCepolZeg,It's Been a Hard Day's Night,Budd Bug,27,2014-11-20,0.618,0.773,0.759,2014,2010s
7j8fmHdvTgV36ZDfJbqvSD,Goodbye Ruby Tuesday,Smoke Trio,6,2016-03-20,0.742,0.352,0.294,2016,2010s
0FD8KMG4pHp0O9clTpChjp,I Say a Little Prayer,Aretha Franklin,54,2017-03-25,0.59,0.355,0.499,2017,2010s
4rUPbg29jCbLkaNXjZ3nBJ,The House That Jack Built,Various Artists,5,2015-04-20,0.557,0.653,0.783,2015,2010s
7jiONBc02xQcAqGgYej9iv,Don't Let Me Be Misunderstood,Various Artists,19,2015-04-20,0.624,0.772,0.802,2015,2010s
7cKeMrlyGpfOshlldqoILo,Rescue Me,Various Artists,0,2016-04-22,0.733,0.579,0.963,2016,2010s
59WvG4zFMQqG6oOEZK9gB4,I'm a Believer,Various Artists,31,2017-08-10,0.503,0.772,0.935,2017,2010s
79SCNxGlJ7KMz7RVrkw44w,Please Mr. Postman,The Marvelettes,0,1991-01-01,0.784,0.783,0.966,1991,90s
6UdCTwbVAvNqbWyZKZiRWL,My Generation - Original Mono Version,The Who,0,1965-12-03,0.332,0.822,0.745,1965,60s
2PQRDAeWHCSowSRsldVUey,Hush,Various Artists,5,2015-04-20,0.668,0.696,0.621,2015,2010s
64gpgh5jBMxyh7iVJll23t,The Sound of Silence,Simon & Garfunkel,0,2002-10-14,0.531,0.217,0.34,2002,2000s
41ptDtQcJSwWdU5oMcIstt,Crimson and Clover,Fran Mena,13,2016-04-20,0.551,0.222,0.389,2016,2010s
5KwbWPmwnOoXNqdMhh2S3m,Sunny Afternoon,The Kinks,0,1966-10-28,0.564,0.535,0.463,1966,60s
4R6LAvOMzkTJcFbSOmmEh9,The Twist,Chubby Checker,0,1961-01-01,0.533,0.638,0.937,1961,60s
3KsHOGSlc7Ww8OJ9aBHazv,Take a Load off Annie,Various Artists,6,2015-04-20,0.538,0.735,0.665,2015,2010s
1LuiFfr53rFe1FijKyyV1B,The Locomotion,Little Eva,17,2017-07-06,0.615,0.85,0.925,2017,2010s
1dZhhSHH6cfqvR5fwvvO2d,The House of the Rising Sun,Various Artists,43,2017-04-24,0.316,0.484,0.299,2017,2010s
6KVtpxQkvescsGkC9GOrCs,Cinnamon Girl,Various Artists,5,2016-06-22,0.583,0.652,0.656,2016,2010s
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,76,1968,0.438,0.71,0.53,1968,60s
6kYTNZDL2pyMPWfJLcpiZU,Crossroads,Various Artists,16,2015-04-20,0.548,0.842,0.951,2015,2010s
6eN6IFp4ppKBPT61dylWWl,I Got You Babe,Various Artists,34,2017-08-10,0.629,0.795,0.6,2017,2010s
0g6UcrVsACnRJyTGX6uSHu,Gimme Some Lovin' - Single Mix,Various Artists,0,1991-01-01,0.493,0.688,0.533,1991,90s
6iKSKHgjyeDhD8iisd4PLL,Mrs. Robinson,Various Artists,49,2001-10-02,0.608,0.513,0.796,2001,2000s
19jo0UT2vqD4pNVfIqTy4R,River Deep - Mountain High,Tina Turner,51,2008-09-30,0.621,0.972,0.866,2008,2000s
3LJHIsC9h0x0RwCLqogcHi,(Sittin' On) the Dock of the Bay,Various Artists,29,2016-11-11,0.741,0.28,0.504,2016,2010s
3iSws76HjaU7k49EqJVTfF,"Sugar, Sugar",The Archies,67,2007-11-07,0.736,0.871,0.967,2007,2000s
4kMW5gP0OpqX0ySKJdi0YF,Eve of Destruction - Acoustic,Various Artists,5,2015-04-20,0.795,0.745,0.717,2015,2010s
0URp9jOJtiWKR1AfMGH2Qj,Twist And Shout,The Isley Brothers,0,1962,0.774,0.811,0.963,1962,60s
6nEkxYIEnrbYH7h1hJ8Xn6,She Loves You - Mono / Remastered,The Beatles,59,2000-11-13,0.377,0.916,0.912,2000,2000s
56tnp7BQSGgfZd7HIaS5qH,I Want You Back,Various Artists,0,1996-01-16,0.664,0.524,0.952,1996,90s
0MKqeOVdZcUFGJvWpGCKbG,Come Together - Remastered,The Beatles,0,1969-09-26,0.533,0.376,0.187,1969,70s
44eI9D3jNv02kFYF3USMue,Sunshine of Your Love,Various Artists,4,2015-04-20,0.667,0.756,0.851,2015,2010s
5LPGZnsy07YNxeuTI1X3RT,"American Woman - 7"" Single Version",The Guess Who,49,2003-05-06,0.538,0.841,0.881,2003,2000s
3t7VYEzgcTDWXpEmHQAOVs,"B-A-B-Y (From ""Baby Driver"")",Carla Thomas,36,2017-07-14,0.709,0.45,0.645,2017,2010s
0sDqo9UPzPUtu9wEkI3zRB,The Weight - Remastered,The Band,0,1968-07-01,0.63,0.519,0.502,1968,60s
5R2DZitRTDYtrkCoJiddct,Stay,Various Artists,58,1987-09-24,0.555,0.404,0.736,1987,80s
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,72,1971-01-11,0.43,0.463,0.66,1971,70s
4MLBqAEzNN89o2M9h92Z26,Get Back - Remastered 2009,The Beatles,71,1970-05-08,0.761,0.592,0.332,1970,70s
2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice,The Beach Boys,70,1966-06-16,0.392,0.629,0.72,1966,60s
4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,Santana,70,1994-07-01,0.489,0.349,0.622,1994,90s
3VbGCXWRiouAq8VyMYN2MI,Love Me Do - Remastered 2009,The Beatles,69,1963-03-22,0.52,0.829,0.744,1963,60s
0YZ3J8xzGwLOg4yEgST1YK,With A Little Help From My Friends,Joe Cocker,68,1969-05-01,0.307,0.43,0.305,1969,70s
25IiJu0DjOqsnQXgNHWp5i,Will You Love Me Tomorrow,The Shirelles,67,2005,0.527,0.308,0.514,2005,2000s
0D1pEisM3QkiacGXJe5dmd,(You're The) Devil in Disguise,Elvis Presley,67,2002-09-24,0.481,0.733,0.874,2002,2000s
2HCaIYjkvWSZzaSKUoOh3d,Mr. Tambourine Man,The Byrds,65,1965-06-21,0.456,0.47,0.639,1965,60s
45Szkclj1lt4ubm7RFK68t,Runaway,Del Shannon,65,1961-01-01,0.594,0.533,0.729,1961,60s
7hxZF4jETnE5Q75rKQnMjE,I Walk the Line,Johnny Cash,65,1970-11-11,0.713,0.258,0.56,1970,70s
4591VqUIXysNlmI5NcAIUd,My Guy,Mary Wells,65,1964,0.691,0.581,0.91,1964,60s
6YTBfxkdGce9pLEy9jG9Jo,Mais Que Nada,Sergio Mendes & Brasil '66,64,1972-01-01,0.637,0.493,0.932,1972,70s
3c2kMiSB86tVq1J4oULmvL,Groovin',The Young Rascals,63,1967,0.605,0.455,0.678,1967,60s
7wLRmjiDYI6flIVzboUqSV,You've Really Got A Hold On Me,The Miracles,62,1963-01-01,0.68,0.448,0.567,1963,60s
3fnPv1LRMxENr63afVhaz1,Honky Tonk Women,The Rolling Stones,61,2019-11-29,0.56,0.721,0.966,2019,2010s
